# OS Map Viewer core map tooltip locations.
# Generated from RuneLite core worldmap plugin location enums; no RuneLite runtime dependency is required.
# Columns: source	tooltip	x	y	z
MiningSiteLocation	1 Runite	2963	3933	0
MiningSiteLocation	1 Runite	2975	3937	0
MiningSiteLocation	1 Runite	2947	3914	0
MiningSiteLocation	9 Clay<br>8 Iron<br>4 Silver<br>11 Coal<br>4 Gold<br>4 Mithril<br>3 Adamantite	2489	9916	0
MiningSiteLocation	2 Tin<br>3 Copper<br>8 Iron<br>2 Coal<br>3 Clay<br>2 Mithril	3183	2502	0
MiningSiteLocation	3 Iron<br>2 Coal<br>9 Granite<br>9 Sandstone	3248	2352	0
MiningSiteLocation	3 Coal<br>3 Adamantite<br>4 Nickel	2911	4084	0
MiningSiteLocation	2 Coal<br>3 Runite	2901	4084	0
MiningSiteLocation	2 Coal<br>4 Nickel	2909	4062	0
MiningSiteLocation	10 Gold	2163	3415	0
MiningSiteLocation	10 Gold	3187	6167	0
MiningSiteLocation	3 Coal<br>2 Runite	2940	9884	0
MiningSiteLocation	5 Coal	2939	9898	0
MiningSiteLocation	3 Coal	2921	9904	0
MiningSiteLocation	2 Mithril<br>2 Adamantite	2914	9916	0
MiningSiteLocation	10 Clay<br>11 Copper<br>4 Tin<br>9 Iron<br>2 Silver	1777	3489	0
MiningSiteLocation	4 Adamantite<br>2 Runite	2277	3159	0
MiningSiteLocation	1 Runite	2279	9237	0
MiningSiteLocation	2 Adamantite	2262	9244	0
MiningSiteLocation	3 Clay<br>3 Tin<br>3 Copper<br>10 Iron<br>3 Silver<br>6 Coal<br>4 Gold<br>2 Mithril	2195	2793	0
MiningSiteLocation	11 Tin<br>7 Iron<br>8 Coal<br>15 Mithril<br>11 Adamantite	2396	3812	0
MiningSiteLocation	1 Iron<br>1 Silver<br>1 Coal<br>2 Mithril<br>2 Adamantite	2848	3033	0
MiningSiteLocation	4 Gold	2856	9579	0
MiningSiteLocation	4 Adamantite<br>5 Mithril	1211	3657	0
MiningSiteLocation	9 Iron<br>2 Mithril	2724	3693	0
MiningSiteLocation	9 Coal	2937	10232	0
MiningSiteLocation	2 Copper<br>5 Coal	2872	10119	0
MiningSiteLocation	4 Iron<br>1 Gold	2818	10156	0
MiningSiteLocation	5 Tin	2864	10170	0
MiningSiteLocation	1 Runite	3045	10263	0
MiningSiteLocation	2 Runite	3059	3884	0
MiningSiteLocation	6 Iron<br>8 Coal	2709	3331	0
MiningSiteLocation	5 Iron<br>5 Coal	2694	3332	0
MiningSiteLocation	4 Iron<br>6 Coal<br>1 Mithril	1476	3779	0
MiningSiteLocation	3 Volcanic sulphur	1445	3870	0
MiningSiteLocation	2 Volcanic sulphur	1427	3870	0
MiningSiteLocation	33 Coal<br>58 Lovakite	1430	3849	0
MiningSiteLocation	12 Coal<br>22 Lovakite	1447	3840	0
MiningSiteLocation	5 Copper<br>5 Tin	3226	3146	0
MiningSiteLocation	7 Coal<br>5 Mithril<br>2 Adamantite	3148	3149	0
MiningSiteLocation	2 Silver<br>1 Gold<br>1 Gem rock<br>6 Lunar	2163	10347	0
MiningSiteLocation	3 Gem rock<br>4 Lunar	2165	10325	0
MiningSiteLocation	3 Silver<br>3 Lunar	2140	10318	0
MiningSiteLocation	4 Gold<br>1 Lunar	2125	10327	0
MiningSiteLocation	2 Gold<br>5 Lunar	2124	10342	0
MiningSiteLocation	26 Amethyst	3022	9704	0
MiningSiteLocation	4 Iron<br>37 Coal<br>5 Mithril<br>2 Adamantite	3040	9740	0
MiningSiteLocation	8 Iron<br>20 Coal<br>10 Mithril<br>8 Adamantite<br>2 Runite	3032	9720	0
MiningSiteLocation	36 Amethyst	3006	9711	0
MiningSiteLocation	9 Coal	2526	3891	0
MiningSiteLocation	4 Coal	2504	10287	0
MiningSiteLocation	3 Silver<br>3 Gold	2458	5167	0
MiningSiteLocation	6 Silver<br>7 Gold	2513	5074	0
MiningSiteLocation	3 Iron<br>4 Coal<br>2 Adamantite<br>3 Runite	2499	5062	0
MiningSiteLocation	6 Iron<br>5 Coal	1278	3814	0
MiningSiteLocation	4 Adamantite<br>2 Runite	1936	9020	0
MiningSiteLocation	5 Sandstone<br>5 Granite	3319	2708	0
MiningSiteLocation	5 Coal<br>2 Mithril<br>1 Adamantite	1977	9041	0
MiningSiteLocation	8 Iron<br>3 Silver<br>6 Lead<br>4 Gem rock<br>4 Gold	2978	2254	0
MiningSiteLocation	3 Copper<br>3 Tin<br>5 Iron<br>3 Coal<br>8 Lead	3055	9367	0
MiningSiteLocation	1 Iron<br>4 Coal<br>4 Mithril<br>1 Adamantite	3056	3945	0
MiningSiteLocation	5 Copper<br>6 Tin<br>5 Iron<br>2 Silver<br>1 Mithril	1759	3718	0
MiningSiteLocation	2 Clay<br>2 Copper<br>2 Tin<br>3 Iron	2337	3640	0
MiningSiteLocation	2 Copper<br>2 Tin<br>2 Mithril	2651	3172	0
MiningSiteLocation	4 Copper<br>4 Tin<br>4 Iron<br>3 Adamantite	1480	3086	0
MiningSiteLocation	4 Clay<br>3 Silver<br>7 Coal	2682	3704	0
MiningSiteLocation	2 Clay<br>5 Copper<br>2 Tin<br>6 Iron<br>2 Gold	2977	3240	0
MiningSiteLocation	3 Clay<br>5 Iron<br>3 Coal<br>1 Adamantite	3377	2777	0
MiningSiteLocation	1 Copper<br>1 Tin<br>5 Iron<br>2 Silver<br>1 Coal	3172	2871	0
MiningSiteLocation	7 Basalt<br>15 Te salt<br>12 Efh salt<br>12 Urt salt	2835	10334	0
MiningSiteLocation	5 Iron<br>5 Gold	1671	3284	0
MiningSiteLocation	7 Coal<br>3 Mithril<br>2 Adamantite	1631	3277	0
MiningSiteLocation	3 Clay<br>3 Iron<br>4 Coal<br>2 Mithril<br>2 Adamantite	1601	3645	0
MiningSiteLocation	7 Gem rock	2822	3001	0
MiningSiteLocation	7 Limestone	3371	3498	0
MiningSiteLocation	6 Iron<br>14 Coal	3888	9749	0
MiningSiteLocation	5 Clay<br>6 Iron<br>4 Silver<br>10 Coal<br>3 Gold<br>4 Mithril	1747	2955	0
MiningSiteLocation	3 Iron<br>3 Coal<br>3 Mithril<br>3 Adamantite<br>1 Runite	1169	3323	0
MiningSiteLocation	4 Coal<br>5 Mithril	2221	9003	0
MiningSiteLocation	3 Coal<br>4 Adamantite	2224	8977	0
MiningSiteLocation	7 Iron<br>4 Coal<br>5 Gold<br>4 Mithril<br>4 Adamantite<br>1 Gemstone Crab	1352	3112	0
MiningSiteLocation	9 Silver<br>8 Clay<br>1 Gemstone Crab	1272	3173	0
MiningSiteLocation	13 Copper<br>10 Iron<br>7 Coal<br>1 Gemstone Crab	1238	3043	0
MiningSiteLocation	26 Iron<br>8 Silver<br>19 Coal<br>14 Gold<br>7 Mithril<br>10 Soft clay<br>7 Adamantite<br>4 Runite	3295	12387	0
MiningSiteLocation	10 Clay	3415	3160	0
MiningSiteLocation	14 Iron	2567	7735	0
MiningSiteLocation	9 Copper<br>6 Tin<br>4 Iron	3286	3365	0
MiningSiteLocation	3 Clay<br>8 Tin<br>3 Iron<br>3 Silver	3176	3370	0
MiningSiteLocation	2 Clay<br>2 Silver<br>2 Gold<br>1 Mithril	1891	2987	0
MiningSiteLocation	2 Iron<br>2 Coal<br>2 Clay<br>4 Gold	1893	2975	0
MiningSiteLocation	3 Iron	3766	3757	0
MiningSiteLocation	6 Iron<br>11 Coal<br>4 Gold<br>1 Mithril<br>6 Adamantite	3192	3930	0
MiningSiteLocation	2 Iron<br>3 Coal	3104	3569	0
MiningSiteLocation	34 Coal	3013	3589	0
MiningSiteLocation	10 Silver<br>7 Lead<br>2 Coal<br>6 Nickel<br>1 Runite	2807	8593	0
MiningSiteLocation	9 Sunstone<br>5 Coal<br>2 Mithril<br>1 Runite	2613	2237	0
MiningSiteLocation	13 Sunstone<br>5 Iron<br>8 Coal	2597	2239	0
MiningSiteLocation	4 Iron<br>3 Nickel	2224	3476	0
MiningSiteLocation	5 Mithril<br>8 Adamantite	2267	9892	0
MiningSiteLocation	2 Mithril<br>2 Runite	2249	9878	0
